@relation data

@attribute x numeric
@attribute y numeric

@data

0/1 0
3/7 0
2/17 0 
0/5 0
0/11 0
0/20 0
0/1 0
0/1 0
0/5 0
0/3 0
0/14 0
0/11 0
5/10 0
0/19 0
0/5 0
0/6 0
0/6 0
0/5 0
0/5 0
0/6 0
7/7 0
0/2 0
0/28 0
0/4 0
0/9 0
0/6 0
2/7 0
0/5 0
7/12 0
2/8 0
0/7 0
0/9 0
0/3 0
1/13 0
1/12 0
0/17 0
0/5 0
0/5 0
0/12 0
1/13 0
2/3 0
1/13 0
0/15 0
2/2 0
0/4 0
1/13 0
0/1 0
0/6 0
7/13 0
0/14 0
2/3 0
0/12 0
1/6 0
0/9 0
1/15 0
1/15 0
0/7 0
0/3 0
1/5 0
0/7 0
0/4 0
0/20 0
1/19 0
