x,y
0,0
0,0.428571429
0,0.117647059
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0.5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0.285714286
0,0
0,0.583333333
0,0.25
0,0
0,0
0,0
0,0.076923077
0,0.083333333
0,0
0,0
0,0
0,0
0,0.076923077
0,0.666666667
0,0.076923077
0,0
0,1
0,0
0,0.076923077
0,0
0,0
0,0.538461538
0,0
0,0.666666667
0,0
0,0.166666667
0,0.066666667
0,0.066666667
0,0
0,0
0,0.2
0,0
0,0
0,0
0,0.052631579
